,r2_train,RMSE_train,MAE_train,r2_test,RMSE_test,MAE_test
0,0.8735094424283201,93.25715340533694,5.872381093731967,0.7239792565643381,361.02136267154293,12.694544509920439
1,0.8222104758463378,160.77678100490664,8.66647646317072,0.8427604353803574,152.3412491122852,9.091192655191001
2,0.8515309581660243,137.3485828997601,8.025022744626712,0.8021203978567921,191.3616903501642,8.525420892582325
3,0.8499789551572712,139.92623807608652,7.758305794956802,0.8178783417189912,174.79053883020492,9.33207648336042
4,0.8559838360722717,124.15588507531726,7.374705789039385,0.7836980422985338,229.99911976670688,9.39124669568029
5,0.8430265431650763,127.1074268547352,6.873077509982348,0.7433823464104281,312.0994377146316,10.256922291286036
6,0.8698246361547354,106.8314855153632,6.4962638585266586,0.7612901772827809,287.2777990281605,11.328765271143398
7,0.8639928389859284,130.0905724469335,7.564180760512045,0.7570138586275608,220.2688656155556,10.171483233275415
8,0.8489240326625037,132.96449616400128,6.813665523345632,0.7666556187404232,230.599277744895,9.615995155258261
9,0.8289989813919416,173.29981727197188,9.151870203854086,0.8538463440192331,102.98828392437017,8.610301902136863
mean,0.8507980700030412,132.57584387144126,7.459594974174637,0.785262481889944,226.27476247585167,9.901794908983444
