,r2_train,RMSE_train,MAE_train,r2_test,RMSE_test,MAE_test
0,0.9027777058159158,71.67866580085257,5.554967180771127,0.6758262363855525,424.00311087391174,13.467946070578918
1,0.8447556360517583,140.38897524232078,7.951090889958803,0.7689928436289426,223.81083819821038,10.92642679821738
2,0.8649878294761487,124.89964282525723,7.41508820556548,0.7814903013313679,211.3122567573837,8.718094104413936
3,0.867800556029937,123.3038397371078,7.415536942672966,0.774577330824064,216.34851220720313,9.638415508872626
4,0.8619551338640604,119.00804790087436,7.637516229227959,0.7619987129961039,253.07254310564406,9.787237110056903
5,0.8613788528114383,112.24685804886677,6.691847930373329,0.7200254264875928,340.5062190591509,11.041694067445988
6,0.879838729787833,98.61318316296553,6.393116854958558,0.7179052224151063,339.4898705862138,11.43073063205519
7,0.8760728326963962,118.53608307127818,7.401623493111268,0.7195992250304478,254.18552791287493,11.453419052313656
8,0.8815129217088655,104.28246758619342,6.810509802562736,0.7054529737670834,291.0819242553738,12.067384259523077
9,0.8569769114103032,144.9457747095518,8.59422890621466,0.5668680745188921,305.20970152144264,12.155947259010501
mean,0.8698057109652655,115.79035380852686,7.186552643541688,0.7192736347385152,285.9020504477409,11.068729486248817
