,r2_train,RMSE_train,MAE_train,r2_test,RMSE_test,MAE_test,cv_score
0,0.9784773291909954,3.983456743737331,2.5364900938005706,0.8075824359952639,15.864191585329676,11.47254855507621,0.6696266976811566
1,0.9954168945640022,2.0358159145121464,1.2605716669719327,0.8467882090517217,12.183552370062948,9.152691013273579,0.8068556280431085
2,0.9827775725003357,3.991547678109923,2.5615438200535348,0.9001793528619894,9.825104439681464,6.153473290946094,0.7743075850618301
3,0.9807381893898974,4.23859616062452,2.586958591023123,0.9521511843761169,6.776629761081044,5.36137144944955,0.6015504032395966
4,0.9692143738372895,5.151717398435441,2.8741114912368864,0.846798619687516,12.763335959585975,8.562485331134749,0.7954167317056536
5,0.9701404128747665,4.917158997396934,3.082848859959666,0.9183479223582669,9.96521901925202,6.865021742995125,0.6808865600511954
6,0.9709771820114041,4.8803955528299445,2.869993198269539,0.851340266918245,13.375578102203091,9.428508078267027,0.762960129738929
7,0.9798597009043712,4.389095015688922,2.728796035302584,0.7832652084695042,14.01684018028983,9.706363880933813,0.7386582622318482
8,0.9738832828521626,4.794346815807508,2.883061307741591,0.8462814458631883,12.325184890084483,8.419328825104454,0.6891373893665026
9,0.9754186639176987,4.991170962714255,3.400306745368148,0.8359800677315512,10.750715847298915,7.590553464370489,0.6281034858001453
mean,0.9776903602042923,4.3373301239856925,2.6784681809727577,0.8588714713313366,11.784635215486945,8.27123456315511,0.7147502872919966
